_id,height,race,gender,birth,spouse,death,realm,hair,name,wikiUrl,series
5cd99d4bde30eff6ebccfc5e,,Hobbit,Male,TA 2913,Unnamed wife,TA 3010,,,Bruno Bracegirdle,http://lotr.wikia.com//wiki/Bruno_Bracegirdle,lotr
5cd99d4bde30eff6ebccfc5f,,Hobbit,Female,TA 2865,Blanco Bracegirdle,,,,Primrose Bracegirdle,http://lotr.wikia.com//wiki/Primrose_Bracegirdle,lotr
5cd99d4bde30eff6ebccfc60,,Human,Male,TA 2957,Unnamed wife,"March 17 ,3019","Dale,Laketown",,Brand,http://lotr.wikia.com//wiki/Brand,lotr
5cd99d4bde30eff6ebccfc61,,Human,,First Age,,FA 499,,,Brandir,http://lotr.wikia.com//wiki/Brandir,lotr
5cd99d4bde30eff6ebccfc62,,Hobbit,Female,TA 2818,Marmadoc Brandybuck,,,,Adaldrida (Bolger) Brandybuck,http://lotr.wikia.com//wiki/Adaldrida_(Bolger)_Brandybuck,lotr
5cd99d4bde30eff6ebccfc63,,Hobbit,Female,TA 2904,None,TA 2998,,,Amaranth Brandybuck,http://lotr.wikia.com//wiki/Amaranth_Brandybuck,lotr
5cd99d4bde30eff6ebccfc64,,Human,Male,"Late ,First Age",,FA 473,,,Borlach,http://lotr.wikia.com//wiki/Borlach,lotr
5cd99d4bde30eff6ebccfc65,,Hobbit,Female,TA 2936,Saradoc Brandybuck,,,,Esmeralda Brandybuck,http://lotr.wikia.com//wiki/Esmeralda_Brandybuck,lotr
5cd99d4bde30eff6ebccfc66,,Hobbit,Female,TA 2985,Meriadoc Brandybuck,"Before ,FO 63",,Dark Blonde,Estella (Bolger) Brandybuck,http://lotr.wikia.com//wiki/Estella_(Bolger)_Brandybuck,lotr
5cd99d4bde30eff6ebccfc67,,Hobbit,Female,TA 2954,Seredic Brandybuck,,,,Hilda Brandybuck,http://lotr.wikia.com//wiki/Hilda_Brandybuck,lotr
5cd99d4bde30eff6ebccfc68,,Hobbit,Male,SR 1175,Hanna Goldworthy,SR 1277,Buckland,,Madoc Brandybuck,http://lotr.wikia.com//wiki/Madoc_Brandybuck,lotr
5cd99d4bde30eff6ebccfc69,,Hobbit,Female,SR 1385,,,,,Melilot Brandybuck,http://lotr.wikia.com//wiki/Melilot_Brandybuck,lotr
5cd99d4bde30eff6ebccfc6a,,Hobbit,Female,TA 2983,,"Early-,Fourth Age",,Dark Brown,Mentha Brandybuck,http://lotr.wikia.com//wiki/Mentha_Brandybuck,lotr
5cd99d4bde30eff6ebccfc6b,,Dwarf,Male,TA 2450,,TA 2711,,,Borin,http://lotr.wikia.com//wiki/Borin,lotr
5cd99d4bde30eff6ebccfc6c,,Hobbit,Female,TA 2860,Gorbadoc Brandybuck,TA 2960,,,Mirabella (Took) Brandybuck,http://lotr.wikia.com//wiki/Mirabella_(Took)_Brandybuck,lotr
5cd99d4bde30eff6ebccfc6d,,Hobbit,Female,TA 2920,Drogo Baggins,TA 2980,,,Primula (Brandybuck) Baggins,http://lotr.wikia.com//wiki/Primula_(Brandybuck)_Baggins,lotr
5cd99d4bde30eff6ebccfc6e,,Hobbit,Male,TA 2948,Hilda Bracegirdle,,,,Seredic Brandybuck,http://lotr.wikia.com//wiki/Seredic_Brandybuck,lotr
5cd99d4bde30eff6ebccfc6f,,Human,Male,TA 2512,Unnamed wife,TA 2570,Rohan,,Brego,http://lotr.wikia.com//wiki/Brego,lotr
5cd99d4bde30eff6ebccfc70,,Human,Male,"Late ,First Age",Unnamed wife,FA 455,,,Bregolas,http://lotr.wikia.com//wiki/Bregolas,lotr
5cd99d4bde30eff6ebccfc71,,Human,Male,"Mid ,First Age",Unnamed wife,Late First Age,,,Bregor,http://lotr.wikia.com//wiki/Bregor,lotr
5cd99d4bde30eff6ebccfc72,,Hobbit,Female,TA 2857,Uffo Boffin,,,,Sapphira (Brockhouse) Boffin,http://lotr.wikia.com//wiki/Sapphira_(Brockhouse)_Boffin,lotr
5cd99d4bde30eff6ebccfc73,,Hobbit,Male,TA 1930,,TA 2031,,,Bucca of the Marish,http://lotr.wikia.com//wiki/Bucca_of_the_Marish,lotr
5cd99d4bde30eff6ebccfc74,,Hobbit,Female,TA 2913,Rufus Burrows,TA 3012,,,Asphodel (Brandybuck) Burrows,http://lotr.wikia.com//wiki/Asphodel_(Brandybuck)_Burrows,lotr
5cd99d4bde30eff6ebccfc75,,Hobbit,Male,SR 1347,Peony Baggins,,,,Milo Burrows,http://lotr.wikia.com//wiki/Milo_Burrows,lotr
5cd99d4bde30eff6ebccfc76,,Hobbit,Female,TA 2994,None,,,,Celandine Brandybuck,http://lotr.wikia.com//wiki/Celandine_Brandybuck,lotr
5cd99d4bde30eff6ebccfc77,,Human,Male,FA 262,Unnamed wife,FA 355,,,Bëor,http://lotr.wikia.com//wiki/B%C3%ABor,lotr
5cd99d4bde30eff6ebccfc78,,Human,Male,"Late ,First Age",Unnamed wife,FA 473,,,Bór,http://lotr.wikia.com//wiki/B%C3%B3r,lotr
5cd99d4bde30eff6ebccfc79,,Human,Male,TA 1736,Unnamed wife,TA 1936,Gondor,,Calimehtar,http://lotr.wikia.com//wiki/Calimehtar,lotr
5cd99d4bde30eff6ebccfc7a,,Hobbit,Male,TA 2996,,,,,Minto Burrows,http://lotr.wikia.com//wiki/Minto_Burrows,lotr
5cd99d4bde30eff6ebccfc7b,,Human,Male,First Age,Unnamed wife,First Age,,,Boron,http://lotr.wikia.com//wiki/Boron,lotr
5cd99d4bde30eff6ebccfc7c,"1.38m (4'6"")",Hobbit,Male,TA 2982,Estella (Bolger) Brandybuck,FO 65,,Golden yellow (film),Meriadoc Brandybuck,http://lotr.wikia.com//wiki/Meriadoc_Brandybuck,lotr
5cd99d4bde30eff6ebccfc7d,,Human,Male,TA 1058,Unnamed wife,TA 1304,Gondor,,Calmacil,http://lotr.wikia.com//wiki/Calmacil,lotr
5cd99d4bde30eff6ebccfc7e,Tall,Elf,Male,YT,Galadriel,"Still alive, departed over the sea in the early Fourth Age","Eregion,Lothlórien,Caras Galadhon",Silver,Celeborn,http://lotr.wikia.com//wiki/Celeborn,lotr
5cd99d4bde30eff6ebccfc7f,,Elf,Male,YT,,"SA 1697 ,War of the Elves and Sauron",Eregion,Dark,Celebrimbor,http://lotr.wikia.com//wiki/Celebrimbor,lotr
5cd99d4bde30eff6ebccfc80,,Human,Male,TA 1062,Unnamed wife,TA 1272,Arthedain,,Celebrindor,http://lotr.wikia.com//wiki/Celebrindor,lotr
5cd99d4bde30eff6ebccfc81,,Elf,Female,"Between the years ,SA 350, and SA 400",Elrond,"Still alive; Departed to ,Aman, in ,TA 2510",,Possibly silver,Celebrían,http://lotr.wikia.com//wiki/Celebr%C3%ADan,lotr
5cd99d4bde30eff6ebccfc82,,Elf,Male,"During in the ,Noontide of Valinor",None,FA 506,,Fair,Celegorm,http://lotr.wikia.com//wiki/Celegorm,lotr
5cd99d4bde30eff6ebccfc83,,Human,Male,TA 979,Unnamed wife,TA 1191,Arthedain,,Celepharn,http://lotr.wikia.com//wiki/Celepharn,lotr
5cd99d4bde30eff6ebccfc84,,Human,Male,SA 3399,Unnamed wife,TA 238,Gondor,,Cemendur,http://lotr.wikia.com//wiki/Cemendur,lotr
5cd99d4bde30eff6ebccfc85,,Human,Male,SA 575,Unnamed wife,,,,Cemendur (son of Axantur),http://lotr.wikia.com//wiki/Cemendur_(son_of_Axantur),lotr
5cd99d4bde30eff6ebccfc86,,Human,Male,"Late ,Third Age",,,,,Ceorl,http://lotr.wikia.com//wiki/Ceorl,lotr
5cd99d4bde30eff6ebccfc87,,Human,Male,SA 512,Unnamed wife,SA 900,,,Caliondo,http://lotr.wikia.com//wiki/Caliondo,lotr
5cd99d4bde30eff6ebccfc88,,Human,Male,TA 2449,Unnamed wife,TA 2567,,,Cirion,http://lotr.wikia.com//wiki/Cirion,lotr
5cd99d4bde30eff6ebccfc89,,Human,Male,TA 820,Unnamed wife,TA 1015,Gondor,,Ciryandil,http://lotr.wikia.com//wiki/Ciryandil,lotr
5cd99d4bde30eff6ebccfc8a,Tall,Human,Male,"Mid ,Second Age",,"After ,SA 1700",,Black,Ciryatur,http://lotr.wikia.com//wiki/Ciryatur,lotr
5cd99d4bde30eff6ebccfc8b,,Human,Male,SA 3379,"Unknown, possibly known",TA 2,,,Ciryon,http://lotr.wikia.com//wiki/Ciryon,lotr
5cd99d4bde30eff6ebccfc8c,,Hobbit,Male,TA 2886,None,,,,Bowman Cotton,http://lotr.wikia.com//wiki/Bowman_Cotton,lotr
5cd99d4bde30eff6ebccfc8d,,Hobbit,Female,"Late ,Third Age",Farmer Cotton,,,,Lily Cotton,http://lotr.wikia.com//wiki/Lily_Cotton,lotr
5cd99d4bde30eff6ebccfc8e,,Hobbit,Female,TA 2983,Tolman Cotton,,,,Marigold (Gamgee) Cotton,http://lotr.wikia.com//wiki/Marigold_(Gamgee)_Cotton,lotr
5cd99d4bde30eff6ebccfc8f,,Hobbit,Female,TA 2984,Sam Gamgee,FO 61,,Light brown (film),Rosie Cotton,http://lotr.wikia.com//wiki/Rosie_Cotton,lotr
5cd99d4bde30eff6ebccfc90,,Hobbit,Male,TA 2941,Lily Brown,FO 20,,,Tolman Cotton,http://lotr.wikia.com//wiki/Tolman_Cotton,lotr
5cd99d4bde30eff6ebccfc91,,Human,Male,TA 1259,Unnamed wife,TA 1447,Gondor,,Castamir the Usurper,http://lotr.wikia.com//wiki/Castamir_the_Usurper,lotr
5cd99d4bde30eff6ebccfc92,,Elf,Male,"During the ,Noontide of Valinor",Unnamed wife,FA 506,Himlad,Dark,Curufin,http://lotr.wikia.com//wiki/Curufin,lotr
5cd99d4bde30eff6ebccfc93,Very tall,Elf,Male,"YT, 1050. Age = 11,484.9 Sun Years or 1,198.6 Valian Years as of FO 121 (death of Arwen).",Presumably none,"Still alive, sailed into the ,West, sometime during the ,Fourth Age last of all elves to leave ,Middle-earth,.",,"Silver, bearded",Círdan,http://lotr.wikia.com//wiki/C%C3%ADrdan,lotr
5cd99d4bde30eff6ebccfc94,,Human,Male,"Late ,First Age",,FA 460,,,Dairuin,http://lotr.wikia.com//wiki/Dairuin,lotr
5cd99d4bde30eff6ebccfc95,,Human,Male,"Late ,Third Age",,TA 3019,,Dark,Damrod,http://lotr.wikia.com//wiki/Damrod,lotr
5cd99d4bde30eff6ebccfc96,,Dwarf,,,,,,,User:Deathshriek,http://lotr.wikia.com//wiki/User:Deathshriek,lotr
5cd99d4bde30eff6ebccfc97,,Elf,Male,YT,,YT 1497,Ossiriand,,Denethor (First Age),http://lotr.wikia.com//wiki/Denethor_(First_Age),lotr
5cd99d4bde30eff6ebccfc98,,Hobbit,Male,TA 2903,Unnamed wife,TA 2999,,,Falco Chubb-Baggins,http://lotr.wikia.com//wiki/Falco_Chubb-Baggins,lotr
5cd99d4bde30eff6ebccfc99,,Elf,Male,"During the ,Noontide of Valinor",Unnamed wife,FA 506,,Dark,Caranthir,http://lotr.wikia.com//wiki/Caranthir,lotr
5cd99d4bde30eff6ebccfc9a,,Human,Male,TA 2930,Finduilas,"March 15 ,3019",,"Dark, grey (in old age)",Denethor II,http://lotr.wikia.com//wiki/Denethor_II,lotr
5cd99d4bde30eff6ebccfc9b,,Hobbit,Female,TA 2995,Peregrin Took,"Before ,FO 63",,Brown (film),Diamond Took,http://lotr.wikia.com//wiki/Diamond_Took,lotr
5cd99d4bde30eff6ebccfc9c,,Hobbit,Male,SR 1316,,SR 1410,,,Dinodas Brandybuck,http://lotr.wikia.com//wiki/Dinodas_Brandybuck,lotr
5cd99d4bde30eff6ebccfc9d,,Human,Male,TA 2328,Possibly none,TA 2435,,,Dior (Steward),http://lotr.wikia.com//wiki/Dior_(Steward),lotr
5cd99d4bde30eff6ebccfc9e,,Hobbit,Male,,,,,,Dodinas Brandybuck,http://lotr.wikia.com//wiki/Dodinas_Brandybuck,lotr
5cd99d4bde30eff6ebccfc9f,,Dwarf,Male,TA 2827,,,,Gray (film),Dori,http://lotr.wikia.com//wiki/Dori,lotr
5cd99d4bde30eff6ebccfca0,,Human,Males,"Late ,First Age",,FA 499,,,Dorlas,http://lotr.wikia.com//wiki/Dorlas,lotr
5cd99d4bde30eff6ebccfca1,,Human,Male,TA 2375,Unnamed wife,TA 2477,,,Denethor I,http://lotr.wikia.com//wiki/Denethor_I,lotr
5cd99d4bde30eff6ebccfca2,Tall,Human,Male,"Late-,Third Age",Unnamed wife,"Early-,Fourth Age",,Dark (Decipher Card),Duinhir,http://lotr.wikia.com//wiki/Duinhir,lotr
5cd99d4bde30eff6ebccfca3,,Dwarf,Male,FO 2,,,Khazad-dum,,Durin VII,http://lotr.wikia.com//wiki/Durin_VII,lotr
5cd99d4bde30eff6ebccfca4,,Dwarf,Male,TA 2772,,FO 91,,Brown,Dwalin,http://lotr.wikia.com//wiki/Dwalin,lotr
5cd99d4bde30eff6ebccfca5,,Dwarf,Male,TA 2440,Unnamed wife,TA 2589,Grey Mountains,,Dáin I,http://lotr.wikia.com//wiki/D%C3%A1in_I,lotr
5cd99d4bde30eff6ebccfca6,,Human,Male,"Late ,Third Age",,,,,Dervorin,http://lotr.wikia.com//wiki/Dervorin,lotr
5cd99d4bde30eff6ebccfca7,,Hobbit,Male,"Between TA 2400 and ,TA 2430",None,TA 2463,,Dark-brown,Déagol,http://lotr.wikia.com//wiki/D%C3%A9agol,lotr
5cd99d4bde30eff6ebccfca8,,Human,Male,TA 2644,,TA 2718,Rohan,,Déor,http://lotr.wikia.com//wiki/D%C3%A9or,lotr
5cd99d4bde30eff6ebccfca9,,Human,Male,"Late ,Third Age",,"Mid ,March ,3019",,,Derufin,http://lotr.wikia.com//wiki/Derufin,lotr
5cd99d4bde30eff6ebccfcaa,,Human,Male,"Late ,Third Age",,TA 3019,,,Duilin,http://lotr.wikia.com//wiki/Duilin,lotr
5cd99d4bde30eff6ebccfcab,4'5 - 5' (Estimate),Dwarf,Male,TA 2767,Unnamed wife,"March 17 ,3019",Lonely Mountain,,Dáin II Ironfoot,http://lotr.wikia.com//wiki/D%C3%A1in_II_Ironfoot,lotr
5cd99d4bde30eff6ebccfcac,,Human,Male,"Late ,Third Age",,"March 15 ,3019",,,Déorwine,http://lotr.wikia.com//wiki/D%C3%A9orwine,lotr
5cd99d4bde30eff6ebccfcad,,Human,Male,TA 2838,Ivorwen,"After ,TA 2929",,Brown (film),Dírhael,http://lotr.wikia.com//wiki/D%C3%ADrhael,lotr
5cd99d4bde30eff6ebccfcae,,Human,Male,"Late ,First Age",,Late First Age,,,Dírhavel,http://lotr.wikia.com//wiki/D%C3%ADrhavel,lotr
5cd99d4bde30eff6ebccfcaf,,Dwarf,Female,TA 2760,,"After ,TA 2941",,,Dís,http://lotr.wikia.com//wiki/D%C3%ADs,lotr
5cd99d4bde30eff6ebccfcb0,,Human,Male,"Late ,Third Age",,"March 15 ,3019",,,Dúnhere,http://lotr.wikia.com//wiki/D%C3%BAnhere,lotr
5cd99d4bde30eff6ebccfcb1,,Human,Male,TA 2886,Unnamed wife,TA 2984,,,Ecthelion II,http://lotr.wikia.com//wiki/Ecthelion_II,lotr
5cd99d4bde30eff6ebccfcb2,,Human,Male,TA 2600,Possibly none,TA 2698,,,Ecthelion I,http://lotr.wikia.com//wiki/Ecthelion_I,lotr
5cd99d4bde30eff6ebccfcb3,,Elf,Male,,,FA 465,,,Edrahil,http://lotr.wikia.com//wiki/Edrahil,lotr
5cd99d4bde30eff6ebccfcb4,,Human,Male,TA 2626,Unnamed wife,TA 2743,,,Egalmoth,http://lotr.wikia.com//wiki/Egalmoth,lotr
5cd99d4bde30eff6ebccfcb5,,Hobbit,Female,"Late ,Third Age",Paladin Took II,Late Third Age,,,Eglantine (Banks) Took,http://lotr.wikia.com//wiki/Eglantine_(Banks)_Took,lotr
5cd99d4bde30eff6ebccfcb6,,Human,Female,"Mid ,First Age",Gorlim,"Between ,FA 455, - ,FA 460",,,Eilinel,http://lotr.wikia.com//wiki/Eilinel,lotr
5cd99d4bde30eff6ebccfcb7,,Human,Male,"Early ,Second Age",Silmariën,Early Second Age,,,Elatan,http://lotr.wikia.com//wiki/Elatan,lotr
5cd99d4bde30eff6ebccfcb8,,Human,Male,TA 87,Unnamed wife,TA 339,Arnor,,Eldacar (King of Arnor),http://lotr.wikia.com//wiki/Eldacar_(King_of_Arnor),lotr
5cd99d4bde30eff6ebccfcb9,,Human,Male,FO 43,,"Before ,FO 220","Reunited Kingdom,Arnor,Gondor",Dark,Eldarion,http://lotr.wikia.com//wiki/Eldarion,lotr
5cd99d4bde30eff6ebccfcba,,Human,Male,TA 1255,Unnamed wife,TA 1490,Gondor,,Eldacar (King of Gondor),http://lotr.wikia.com//wiki/Eldacar_(King_of_Gondor),lotr
5cd99d4bde30eff6ebccfcbb,,Elf,,,,Presumably still alive,,,Elemmírë (elf),http://lotr.wikia.com//wiki/Elemm%C3%ADr%C3%AB_(elf),lotr
5cd99d4bde30eff6ebccfcbc,"7' 10""",Human,Male,SA 3119,Unnamed wife,SA 3441,"Arnor,Gondor",Brown,Elendil,http://lotr.wikia.com//wiki/Elendil,lotr
5cd99d4bde30eff6ebccfcbd,,Human,Male,SA 3299,Unnamed wife,TA 2,,,Elendur,http://lotr.wikia.com//wiki/Elendur,lotr
5cd99d4bde30eff6ebccfcbe,,Human,Male,TA 552,Unnamed wife,TA 777,Arnor,,Elendur of Arnor,http://lotr.wikia.com//wiki/Elendur_of_Arnor,lotr
5cd99d4bde30eff6ebccfcbf,,Human,Male,,,,,,Elboron,http://lotr.wikia.com//wiki/Elboron,lotr
5cd99d4bde30eff6ebccfcc0,,Elf,Female,YT,Angrod,,,,Eldalótë,http://lotr.wikia.com//wiki/Eldal%C3%B3t%C3%AB,lotr
5cd99d4bde30eff6ebccfcc1,Tall,Elf,Female,YT,Turgon,YT 1500,,Golden,Elenwë,http://lotr.wikia.com//wiki/Elenw%C3%AB,lotr
5cd99d4bde30eff6ebccfcc2,,Human,Male,TA 2985,,"Early ,Fourth Age",,Dark,Elfhelm,http://lotr.wikia.com//wiki/Elfhelm,lotr
5cd99d4bde30eff6ebccfcc3,,Human,Female,TA 2950,Théoden,TA 2978,Rohan,,Elfhild,http://lotr.wikia.com//wiki/Elfhild,lotr
5cd99d4bde30eff6ebccfcc4,,Human,Male,FO 8,,FO 103,Rohan,,Elfwine,http://lotr.wikia.com//wiki/Elfwine,lotr
5cd99d4bde30eff6ebccfcc5,Tall,Elf,Male,TA 130,,,,Dark,Elladan and Elrohir,http://lotr.wikia.com//wiki/Elladan_and_Elrohir,lotr
5cd99d4bde30eff6ebccfcc6,,Human,Female,FA 406,Barahir,,,,Emeldir,http://lotr.wikia.com//wiki/Emeldir,lotr
5cd99d4bde30eff6ebccfcc7,,Human,Male,TA 2987,Unnamed wife,FO 57,,,Elphir,http://lotr.wikia.com//wiki/Elphir,lotr
5cd99d4bde30eff6ebccfcc8,Tall,Elf,Male,FA 532,Celebrían,"Still alive; departed to ,Aman, on ,September 29 ,3021",Rivendell,Dark,Elrond,http://lotr.wikia.com//wiki/Elrond,lotr
5cd99d4bde30eff6ebccfcc9,,Elf,Male,"Unknown, Awakened in the Years of the Trees",Enelyë,,,,Enel,http://lotr.wikia.com//wiki/Enel,lotr
5cd99d4bde30eff6ebccfcca,,Elf,Female,"Unknown, Awakened in the ,Years of the Trees",Enel,,,,Enelyë,http://lotr.wikia.com//wiki/Enely%C3%AB,lotr
5cd99d4bde30eff6ebccfccb,,Elf,Male,"Unknown, possibly in the ,First Age",,,,,Enerdhil,http://lotr.wikia.com//wiki/Enerdhil,lotr
5cd99d4bde30eff6ebccfccd,,Human,Male,TA 2990,,"Early ,Fourth Age",,,Erchirion,http://lotr.wikia.com//wiki/Erchirion,lotr
5cd99d4bde30eff6ebccfcce,,Elf,Male,unknown,unknown,unknown,,,Erellont,http://lotr.wikia.com//wiki/Erellont,lotr
5cd99d4bde30eff6ebccfccf,,Human,Female,SA 771,Tar-Aldarion,SA 985,Númenor,Dark,Erendis,http://lotr.wikia.com//wiki/Erendis,lotr
5cd99d4bde30eff6ebccfcd0,,Elf,Male,,,,,,Erestor,http://lotr.wikia.com//wiki/Erestor,lotr
5cd99d4bde30eff6ebccfcd2,,Human,Male,TA 2485,Unnamed wife,TA 2545,Rohan,Blond,Eorl the Young,http://lotr.wikia.com//wiki/Eorl_the_Young,lotr
5cd99d4bde30eff6ebccfcd3,Tall,Human,Male,"Late ,Third Age",,"early ,Fourth Age",,,Erkenbrand,http://lotr.wikia.com//wiki/Erkenbrand,lotr
5cd99d4bde30eff6ebccfcd4,,Human,Male,"Late ,Second Age",,"Early ,Third Age",,,Estelmo,http://lotr.wikia.com//wiki/Estelmo,lotr
5cd99d4bde30eff6ebccfcd5,,Human,Male,TA 1999,Unnamed wife,TA 2116,,,Eradan,http://lotr.wikia.com//wiki/Eradan,lotr
5cd99d4bde30eff6ebccfcd6,,Human,Male,SA 361,Unnamed wife,"Early ,Second Age",,,Eärendur of Númenor,http://lotr.wikia.com//wiki/E%C3%A4rendur_of_N%C3%BAmenor,lotr
5cd99d4bde30eff6ebccfcd7,,Human,Male,TA 736,Unnamed wife,TA 936,Gondor,,Eärnil I,http://lotr.wikia.com//wiki/E%C3%A4rnil_I,lotr
5cd99d4bde30eff6ebccfcd8,,Human,Male,TA 1883,Unnamed wife,TA 2043,Gondor,,Eärnil II,http://lotr.wikia.com//wiki/E%C3%A4rnil_II,lotr
5cd99d4bde30eff6ebccfcd9,,Human,Male,TA 1928,None,TA 2050,Gondor,,Eärnur,http://lotr.wikia.com//wiki/E%C3%A4rnur,lotr
5cd99d4bde30eff6ebccfcda,,Elf,Female,Years of the Trees,Finarfin,Still alive,,Star-like,Eärwen,http://lotr.wikia.com//wiki/E%C3%A4rwen,lotr
5cd99d4bde30eff6ebccfcdb,,Human,Male,"Late ,Second Age",,Late Second Age,,,Eärendur (Lord of Andúnië),http://lotr.wikia.com//wiki/E%C3%A4rendur_(Lord_of_And%C3%BAni%C3%AB),lotr
5cd99d4bde30eff6ebccfcdc,Tall,Elf,Male,YT,Aredhel,FA 400,Nan Elmoth,Dark,Eöl,http://lotr.wikia.com//wiki/E%C3%B6l,lotr
5cd99d4bde30eff6ebccfcdd,,Human,Male,TA 48,Unnamed wife,TA 324,Gondor,,Eärendil of Gondor,http://lotr.wikia.com//wiki/E%C3%A4rendil_of_Gondor,lotr
5cd99d4bde30eff6ebccfcde,,Human,Male,TA 640,Unnamed wife,TA 861,,,Eärendur of Arnor,http://lotr.wikia.com//wiki/E%C3%A4rendur_of_Arnor,lotr
5cd99d4bde30eff6ebccfcdf,,Human,Male,"Mid ,Third Age",,TA 1944,,,Faramir (son of Ondoher),http://lotr.wikia.com//wiki/Faramir_(son_of_Ondoher),lotr
5cd99d4bde30eff6ebccfce0,,Human,Male,TA 2858,,TA 2885,,,Fastred,http://lotr.wikia.com//wiki/Fastred,lotr
5cd99d4bde30eff6ebccfce1,,Human,Male,"Late ,Third Age",,"March 15 ,3019",,,Fastred (Pelennor Fields),http://lotr.wikia.com//wiki/Fastred_(Pelennor_Fields),lotr
5cd99d4bde30eff6ebccfce2,,Human,Male,TA 2870,,TA 2953,Rohan,,Fengel,http://lotr.wikia.com//wiki/Fengel,lotr
5cd99d4bde30eff6ebccfce3,,Hobbit,Male,TA 2701,Unnamed wife,TA 2801,,,Ferumbras Took II,http://lotr.wikia.com//wiki/Ferumbras_Took_II,lotr
5cd99d4bde30eff6ebccfce4,,Elf,Male,YT 1230,Eärwen,Still Alive,Tirion,Golden,Finarfin,http://lotr.wikia.com//wiki/Finarfin,lotr
5cd99d4bde30eff6ebccfce5,,Human,Male,Fourth Age,,"sometime after ,FO 172",,,Findegil,http://lotr.wikia.com//wiki/Findegil,lotr
5cd99d4bde30eff6ebccfce6,,Elf,Female,Years of the Trees,,,,,Findis,http://lotr.wikia.com//wiki/Findis,lotr
5cd99d4bde30eff6ebccfce7,,Elf,Female,First Age,"None; betrothed to ,Gwindor, but never married.",FA 495,,Golden,Finduilas,http://lotr.wikia.com//wiki/Finduilas,lotr
5cd99d4bde30eff6ebccfce8,,Human,Female,TA 2950,Denethor II,TA 2988,,Dark,Finduilas of Dol Amroth,http://lotr.wikia.com//wiki/Finduilas_of_Dol_Amroth,lotr
5cd99d4bde30eff6ebccfce9,,Elf,Male,YT 1190,Anairë,FA 455,"Hithlum,Beleriand",Dark,Fingolfin,http://lotr.wikia.com//wiki/Fingolfin,lotr
5cd99d4bde30eff6ebccfcea,,Dwarf,Male,TA 2560,Unnamed wife,TA 2803,,,Farin,http://lotr.wikia.com//wiki/Farin,lotr
5cd99d4bde30eff6ebccfceb,,Elf,Male,"YT during the ,Noontide of Valinor",,FA 472,Hithlum,Dark,Fingon,http://lotr.wikia.com//wiki/Fingon,lotr
5cd99d4bde30eff6ebccfcec,,Elf,Male,YT 1300,"Loved ,Amarië but they never married",FA 465,,Golden,Finrod,http://lotr.wikia.com//wiki/Finrod,lotr
5cd99d4bde30eff6ebccfced,,Elf,Male,"YT, and perhaps Firstborn","Míriel Serindë then ,Indis",YT 1495,"Tirion,Formenos",Black,Finwë,http://lotr.wikia.com//wiki/Finw%C3%AB,lotr
5cd99d4bde30eff6ebccfcee,,Dwarf,Male,"Late ,Third Age",,TA 2994,,,Flói,http://lotr.wikia.com//wiki/Fl%C3%B3i,lotr
5cd99d4bde30eff6ebccfcef,,Human,Male,TA 2983,owyn,"February 26 ,82",Minas Ithil,Raven,Faramir,http://lotr.wikia.com//wiki/Faramir,lotr
5cd99d4bde30eff6ebccfcf0,,Human,Male,TA 2804,Unnamed wife,TA 2864,,,Folca,http://lotr.wikia.com//wiki/Folca,lotr
5cd99d4bde30eff6ebccfcf1,,Hobbit,Male,SR 1210,Pansy Baggins,,Shire,,Fastolph Bolger,http://lotr.wikia.com//wiki/Fastolph_Bolger,lotr
5cd99d4bde30eff6ebccfcf2,,Human,Male,TA 2858,,TA 2885,,,Folcred,http://lotr.wikia.com//wiki/Folcred,lotr
5cd99d4bde30eff6ebccfcf3,,Human,Male,"Late ,Third Age",unknown,TA 3019,,,Forlong,http://lotr.wikia.com//wiki/Forlong,lotr
5cd99d4bde30eff6ebccfcf4,,Human,Male,TA 2830,Unnamed wife,TA 2903,Rohan,,Folcwine,http://lotr.wikia.com//wiki/Folcwine,lotr
5cd99d4bde30eff6ebccfcf5,,Hobbit,Male,TA 2745,Unnamed wife,TA 2848,,,Fortinbras Took I,http://lotr.wikia.com//wiki/Fortinbras_Took_I,lotr
5cd99d4bde30eff6ebccfcf6,,Human,Male,"Mid ,Third Age","Unknown, but possible since he had descendants",TA 1944,,,Forthwini,http://lotr.wikia.com//wiki/Forthwini,lotr
5cd99d4bde30eff6ebccfcf7,,Human,Male,"Late ,First Age","Unknown, probably none",Late First Age,,Fair,Forweg,http://lotr.wikia.com//wiki/Forweg,lotr
5cd99d4bde30eff6ebccfcf8,,Human,Male,TA 2698,Unnamed wife,TA 2754,,Dark,Freca,http://lotr.wikia.com//wiki/Freca,lotr
5cd99d4bde30eff6ebccfcf9,,Human,Male,TA 1967,"Unknown, probably as he had descendants","Unknown, sometime after ,TA 2000",,,Fram,http://lotr.wikia.com//wiki/Fram,lotr
5cd99d4bde30eff6ebccfcfa,,Dwarf,Male,TA 2751,,TA 2799,,,Frerin,http://lotr.wikia.com//wiki/Frerin,lotr
5cd99d4bde30eff6ebccfcfb,,Human,Male,TA 1940,Unnamed wife,TA 2001,,,Frumgar,http://lotr.wikia.com//wiki/Frumgar,lotr
5cd99d4bde30eff6ebccfcfc,,Human,Male,TA 2594,,TA 2680,Rohan,,Fréawine,http://lotr.wikia.com//wiki/Fr%C3%A9awine,lotr
